sequencialPrecedente,tipoPrecedente,numeroPrecedente,dataPrimeiraAfetacao,dataJulgamento,dataPublicacaoAcordao,situacao,informacoesComplementares,questaoSubmetidaAJulgamento,teseFirmada,anotacoesNUGEPNAC,delimitacaoJulgado,entendimentoAnterior,referenciaLegislativa,referenciaSumular,sumulaOriginada,audienciaPublica,dataAudienciaPublica,orgaoJulgador,Assuntos,numeroRepercussaoGeralSTF,descricaoRepercussaoGeral
1157,Tema,897,,,,Cancelado,,"Discussão: ""(...) as ações em que figura como parte servidor autárquico, objetivando vantagens de natureza funcional, serão processadas no foro onde os servidores prestam serviços e têm domicílio, a teor do artigo 100, IV, a do CPC, c/c art. 242 da Lei n.8.112/90"".
",,"RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,,N,,S1,"10288- Sistema Remuneratório e Benefícios, 9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10219- Servidor Público Civil",,
1158,Tema,898,2014-10-31,2015-05-27,2015-06-02,Trânsito em Julgado,,"Controvérsia referente à atualização monetária das indenizações previstas no art. 3º da Lei 6.194/74, com redação dada pela Medida Provisória n. 340/2006, convertida na Lei 11.482/07.
","A incidência de atualização monetária nas indenizações por morte ou invalidez do seguro DPVAT, prevista no § 7º do art. 5º da Lei n. 6194/74, redação dada pela Lei n. 11.482/2007, opera-se desde a data do evento danoso.
","Processos destacados de ofício pelo relator.
",,,,,580,S,,S2,"8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9148- Liquidação / Cumprimento / Execução, 9149- Valor da Execução / Cálculo / Atualização",,
1159,Tema,899,,,,Cancelado,,"Discussão: ""necessidade de devolução de valores percebidos por servidor público em virtude de decisão judicial precária, que venha a ser posteriormente revogada.""
",,"RRC de Origem (art. 543-C, § 1º, do CPC/73).
Ver Tema 692/STJ.
Tema 531/STJ - REsp 1244182, julgado pela Primeira Seção, tratou a seguinte questão: possibilidade de devolução ao erário de valores recebidos de boa-fé pelo servidor público, quando pagos indevidamente por erro interpretativo da Administração.
",,,,,,N,,S1,"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10219- Servidor Público Civil",799,Possibilidade da devolução de valores recebidos em virtude de tutela antecipada posteriormente revogada.
1160,Tema,900,,,,Cancelado,,"Discussão: aplicabilidade do IPC de março de 1990 no cálculo da correção monetária dos saldos de contas vinculadas ao FGTS.
",,"RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,,N,,S1,"9985- DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, 10158- FGTS/Fundo de Garantia por Tempo de Serviço, 10342- Reajuste de Remuneração, Soldo, Proventos ou Pensão, 10346- Índice de 84,32% IPC março/1990",,
1161,Tema,901,2014-11-03,2015-03-11,2015-05-29,Trânsito em Julgado,,"Discute se o crime do art. 310 do Código de Trânsito Brasileiro seria de perigo abstrato ou exigiria a demonstração de ocorrência de perigo concreto.
","É de perigo abstrato o crime previsto no art. 310 do Código de Trânsito Brasileiro. Assim, não é exigível, para o aperfeiçoamento do crime, a ocorrência de lesão ou de perigo de dano concreto na conduta de quem permite, confia ou entrega a direção de veículo automotor a pessoa não habilitada, com habilitação cassada ou com o direito de dirigir suspenso, ou ainda a quem, por seu estado de saúde, física ou mental, ou por embriaguez, não esteja em condições de conduzi-lo com segurança.
","Processos destacados de ofício pelo relator.
",,,,,575,N,,S3,"3603- Crimes Previstos na Legislação Extravagante, 287- DIREITO PENAL, 3632- Crimes de Trânsito",,
1163,Tema,902,2014-11-05,2015-10-14,2015-10-26,Trânsito em Julgado,,"Definir se, em ação cautelar de sustação de protesto, a prestação de contracautela é dispensável ao deferimento da liminar para suspensão dos efeitos do protesto.
","A legislação de regência estabelece que o documento hábil a protesto extrajudicial é aquele que caracteriza prova escrita de obrigação pecuniária líquida, certa e exigível. Portanto, a sustação de protesto de título, por representar restrição a direito do credor, exige prévio oferecimento de contracautela, a ser fixada conforme o prudente arbítrio do magistrado.
","Processos destacados de ofício pelo relator.
",,,,,,N,,S2,"9532- Caução, 9196- Liminar , 8826- DIREITO PROCESSUAL CIVIL E DO TRABALHO, 9192- Tutela Provisória",,
1162,Tema,903,2014-11-06,2016-08-10,2016-08-17,Trânsito em Julgado,,"Discussão: definição acerca do momento em que verificado o lançamento e a sua notificação quanto ao crédito tributário de IPVA, com o escopo de fixar o termo inicial do prazo prescricional para a cobrança do crédito respectivo.
","A notificação do contribuinte para o recolhimento do IPVA perfectibiliza a constituição definitiva do crédito tributário, iniciando-se o prazo prescricional para a execução fiscal no dia seguinte à data estipulada para o vencimento da exação.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,,N,,S1,"5992- Prescrição, 5998- Lançamento, 5916- Impostos, 14- DIREITO TRIBUTÁRIO, 5953- IPVA - Imposto Sobre Propriedade de Veículos Automotores",,
1164,Tema,904,2015-09-14,2017-05-10,2017-05-17,Trânsito em Julgado,,"Cinge-se a controvérsia à possibilidade de inclusão do décimo-terceiro salário na base de cálculo do valor do benefício previdenciário até a vigência da Lei n. 8.870/94.
","O décimo terceiro salário (gratificação natalina) somente integra o cálculo do salário de benefício, nos termos da redação original do § 7º do art. 28 da Lei 8.212/1991 e § 3º do art. 29 da Lei n. 8.213/1991, quando os requisitos para a concessão do benefício forem preenchidos em data anterior à publicação da Lei n. 8.870/1994, que expressamente excluiu o décimo terceiro salário do cálculo da Renda Mensal Inicial (RMI), independentemente de o Período Básico de Cálculo (PBC) do benefício estar, parcialmente, dentro do período de vigência da legislação revogada.
","RRC de Origem (art. 543-C, § 1º, do CPC/73).
",,,,,,N,,S1,"6120- RMI - Renda Mensal Inicial, 6119- RMI - Renda Mensal Inicial, Reajustes e Revisões Específicas, 195- DIREITO PREVIDENCIÁRIO",695,Inclusão do décimo terceiro salário no cálculo do salário de benefício para apuração da Renda Mensal Inicial (RMI).
1166,Tema,905,2014-11-11,2018-02-22,2018-03-02,Trânsito em Julgado,,"Discussão: aplicabilidade do art. 1º-F da Lei 9.494/97, com redação dada pela Lei 11.960/2009, em relação às condenações impostas à Fazenda Pública, independentemente de sua natureza, para fins de atualização monetária, remuneração do capital e compensação da mora.","1. Correção monetária: o art. 1º-F da Lei 9.494/97 (com redação dada pela Lei 11.960/2009), para fins de correção monetária, não é aplicável nas condenações judiciais impostas à Fazenda Pública, independentemente de sua natureza.1.1 Impossibilidade de fixação apriorística da taxa de correção monetária.No presente julgamento, o estabelecimento de índices que devem ser aplicados a título de correção monetária não implica pré-fixação (ou fixação apriorística) de taxa de atualização monetária. Do contrário, a decisão baseia-se em índices que, atualmente, refletem a correção monetária ocorrida no período correspondente. Nesse contexto, em relação às situações futuras, a aplicação dos índices em comento, sobretudo o INPC e o IPCA-E, é legítima enquanto tais índices sejam capazes de captar o fenômeno inflacionário.1.2 Não cabimento de modulação dos efeitos da decisão.A modulação dos efeitos da decisão que declarou inconstitucional a atualização monetária dos débitos da Fazenda Pública com base no índice oficial de remuneração da caderneta de poupança, no âmbito do Supremo Tribunal Federal, objetivou reconhecer a validade dos precatórios expedidos ou pagos até 25 de março de 2015, impedindo, desse modo, a rediscussão do débito baseada na aplicação de índices diversos. Assim, mostra-se descabida a modulação em relação aos casos em que não ocorreu expedição ou pagamento de precatório.2. Juros de mora: o art. 1º-F da Lei 9.494/97 (com redação dada pela Lei 11.960/2009), na parte em que estabelece a incidência de juros de mora nos débitos da Fazenda Pública com base no índice oficial de remuneração da caderneta de poupança, aplica-se às condenações impostas à Fazenda Pública, excepcionadas as condenações oriundas de relação jurídico-tributária.3. Índices aplicáveis a depender da natureza da condenação.3.1 Condenações judiciais de natureza administrativa em geral.As condenações judiciais de natureza administrativa em geral, sujeitam-se aos seguintes encargos: (a) até dezembro/2002: juros de mora de 0,5% ao mês; correção monetária de acordo com os índices previstos no Manual de Cálculos da Justiça Federal, com destaque para a incidência do IPCA-E a partir de janeiro/2001; (b) no período posterior à vigência do CC/2002 e anterior à vigência da Lei 11.960/2009: juros de mora correspondentes à taxa Selic, vedada a cumulação com qualquer outro índice; (c) período posterior à vigência da Lei 11.960/2009: juros de mora segundo o índice de remuneração da caderneta de poupança; correção monetária com base no IPCA-E.3.1.1 Condenações judiciais referentes a servidores e empregados públicos.As condenações judiciais referentes a servidores e empregados públicos, sujeitam-se aos seguintes encargos: (a) até julho/2001: juros de mora: 1% ao mês (capitalização simples); correção monetária: índices previstos no Manual de Cálculos da Justiça Federal, com destaque para a incidência do IPCA-E a partir de janeiro/2001; (b) agosto/2001 a junho/2009: juros de mora: 0,5% ao mês; correção monetária: IPCA-E; (c) a partir de julho/2009: juros de mora: remuneração oficial da caderneta de poupança; correção monetária: IPCA-E.3.1.2 Condenações judiciais referentes a desapropriações diretas e indiretas.No âmbito das condenações judiciais referentes a desapropriações diretas e indiretas existem regras específicas, no que concerne aos juros moratórios e compensatórios, razão pela qual não se justifica a incidência do art. 1º-F da Lei 9.494/97 (com redação dada pela Lei 11.960/2009), nem para compensação da mora nem para remuneração do capital.3.2 Condenações judiciais de natureza previdenciária.As condenações impostas à Fazenda Pública de natureza previdenciária sujeitam-se à incidência do INPC, para fins de correção monetária, no que se refere ao período posterior à vigência da Lei 11.430/2006, que incluiu o art. 41-A na Lei 8.213/91. Quanto aos juros de mora, incidem segundo a remuneração oficial da caderneta de poupança (art. 1º-F da Lei 9.494/97, com redação dada pela Lei n. 11.960/2009).3.3 Condenações judiciais de natureza tributária.A correção monetária e a taxa de juros de mora incidentes na repetição de indébitos tributários devem corresponder às utilizadas na cobrança de tributo pago em atraso. Não havendo disposição legal específica, os juros de mora são calculados à taxa de 1% ao mês (art. 161, § 1º, do CTN). Observada a regra isonômica e havendo previsão na legislação da entidade tributante, é legítima a utilização da taxa Selic, sendo vedada sua cumulação com quaisquer outros índices.4. Preservação da coisa julgada.Não obstante os índices estabelecidos para atualização monetária e compensação da mora, de acordo com a natureza da condenação imposta à Fazenda Pública, cumpre ressalvar eventual coisa julgada que tenha determinado a aplicação de índices diversos, cuja constitucionalidade/legalidade há de ser aferida no caso concreto.",Processos destacados de ofício pelo relator.Vide TEMAS 491/STJ e 492/STJTema 810/STF - situação: trânsito em julgado.,,,,,,N,,S1,"7697- Correção Monetária, 7681- Obrigações, 7699- Juros de Mora - Legais / Contratuais, 7691- Inadimplemento, 899- DIREITO CIVIL",810,"Validade da correção monetária e dos juros moratórios incidentes sobre as condenações impostas à Fazenda Pública, conforme previstos no art. 1º-F da Lei 9.494/1997, com a redação dada pela Lei 11.960/2009."
1166,Tema,905,2014-11-11,2018-02-22,2018-03-02,Trânsito em Julgado,,"Discussão: aplicabilidade do art. 1º-F da Lei 9.494/97, com redação dada pela Lei 11.960/2009, em relação às condenações impostas à Fazenda Pública, independentemente de sua natureza, para fins de atualização monetária, remuneração do capital e compensação da mora.","1. Correção monetária: o art. 1º-F da Lei 9.494/97 (com redação dada pela Lei 11.960/2009), para fins de correção monetária, não é aplicável nas condenações judiciais impostas à Fazenda Pública, independentemente de sua natureza.1.1 Impossibilidade de fixação apriorística da taxa de correção monetária.No presente julgamento, o estabelecimento de índices que devem ser aplicados a título de correção monetária não implica pré-fixação (ou fixação apriorística) de taxa de atualização monetária. Do contrário, a decisão baseia-se em índices que, atualmente, refletem a correção monetária ocorrida no período correspondente. Nesse contexto, em relação às situações futuras, a aplicação dos índices em comento, sobretudo o INPC e o IPCA-E, é legítima enquanto tais índices sejam capazes de captar o fenômeno inflacionário.1.2 Não cabimento de modulação dos efeitos da decisão.A modulação dos efeitos da decisão que declarou inconstitucional a atualização monetária dos débitos da Fazenda Pública com base no índice oficial de remuneração da caderneta de poupança, no âmbito do Supremo Tribunal Federal, objetivou reconhecer a validade dos precatórios expedidos ou pagos até 25 de março de 2015, impedindo, desse modo, a rediscussão do débito baseada na aplicação de índices diversos. Assim, mostra-se descabida a modulação em relação aos casos em que não ocorreu expedição ou pagamento de precatório.2. Juros de mora: o art. 1º-F da Lei 9.494/97 (com redação dada pela Lei 11.960/2009), na parte em que estabelece a incidência de juros de mora nos débitos da Fazenda Pública com base no índice oficial de remuneração da caderneta de poupança, aplica-se às condenações impostas à Fazenda Pública, excepcionadas as condenações oriundas de relação jurídico-tributária.3. Índices aplicáveis a depender da natureza da condenação.3.1 Condenações judiciais de natureza administrativa em geral.As condenações judiciais de natureza administrativa em geral, sujeitam-se aos seguintes encargos: (a) até dezembro/2002: juros de mora de 0,5% ao mês; correção monetária de acordo com os índices previstos no Manual de Cálculos da Justiça Federal, com destaque para a incidência do IPCA-E a partir de janeiro/2001; (b) no período posterior à vigência do CC/2002 e anterior à vigência da Lei 11.960/2009: juros de mora correspondentes à taxa Selic, vedada a cumulação com qualquer outro índice; (c) período posterior à vigência da Lei 11.960/2009: juros de mora segundo o índice de remuneração da caderneta de poupança; correção monetária com base no IPCA-E.3.1.1 Condenações judiciais referentes a servidores e empregados públicos.As condenações judiciais referentes a servidores e empregados públicos, sujeitam-se aos seguintes encargos: (a) até julho/2001: juros de mora: 1% ao mês (capitalização simples); correção monetária: índices previstos no Manual de Cálculos da Justiça Federal, com destaque para a incidência do IPCA-E a partir de janeiro/2001; (b) agosto/2001 a junho/2009: juros de mora: 0,5% ao mês; correção monetária: IPCA-E; (c) a partir de julho/2009: juros de mora: remuneração oficial da caderneta de poupança; correção monetária: IPCA-E.3.1.2 Condenações judiciais referentes a desapropriações diretas e indiretas.No âmbito das condenações judiciais referentes a desapropriações diretas e indiretas existem regras específicas, no que concerne aos juros moratórios e compensatórios, razão pela qual não se justifica a incidência do art. 1º-F da Lei 9.494/97 (com redação dada pela Lei 11.960/2009), nem para compensação da mora nem para remuneração do capital.3.2 Condenações judiciais de natureza previdenciária.As condenações impostas à Fazenda Pública de natureza previdenciária sujeitam-se à incidência do INPC, para fins de correção monetária, no que se refere ao período posterior à vigência da Lei 11.430/2006, que incluiu o art. 41-A na Lei 8.213/91. Quanto aos juros de mora, incidem segundo a remuneração oficial da caderneta de poupança (art. 1º-F da Lei 9.494/97, com redação dada pela Lei n. 11.960/2009).3.3 Condenações judiciais de natureza tributária.A correção monetária e a taxa de juros de mora incidentes na repetição de indébitos tributários devem corresponder às utilizadas na cobrança de tributo pago em atraso. Não havendo disposição legal específica, os juros de mora são calculados à taxa de 1% ao mês (art. 161, § 1º, do CTN). Observada a regra isonômica e havendo previsão na legislação da entidade tributante, é legítima a utilização da taxa Selic, sendo vedada sua cumulação com quaisquer outros índices.4. Preservação da coisa julgada.Não obstante os índices estabelecidos para atualização monetária e compensação da mora, de acordo com a natureza da condenação imposta à Fazenda Pública, cumpre ressalvar eventual coisa julgada que tenha determinado a aplicação de índices diversos, cuja constitucionalidade/legalidade há de ser aferida no caso concreto.",Processos destacados de ofício pelo relator.Vide TEMAS 491/STJ e 492/STJTema 810/STF - situação: trânsito em julgado.,,,,,,N,,S1,"7697- Correção Monetária, 7681- Obrigações, 7699- Juros de Mora - Legais / Contratuais, 7691- Inadimplemento, 899- DIREITO CIVIL",1170,"Validade dos juros moratórios aplicáveis nas condenações da Fazenda Pública, em virtude da tese firmada no RE 870.947 (Tema 810), na execução de título judicial que tenha fixado expressamente índice diverso."
